"","experiment_id","experiment_type","platform.x","release_date","age_label","date","experiment","gender","image_id","label","magnification","organism_label","platform.y","s3downloadkey","strain","id","X","color","probe_id","probe_label","target_conditions","target_molecules"
"1835","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_6","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000067/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_002/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_002.tif","C57Bl6","IMG",6,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1836","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_6","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000067/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_002/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_002.tif","C57Bl6","IMG",6,"Green","LMPA0000000007","TTF-1","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000142;ciliated cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000143;club cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000187;intermediate pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000379;type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000381;type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000574;alveolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000576;terminal saccule epithelial cell","http://www.w3.org/2002/07/owl#Gene_ID_21869;Nkx2-1"
"1837","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_7","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000067/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",7,"Red","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1838","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_7","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000067/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",7,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1839","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_7","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000067/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003/2015-001-029_60X_C57Bl6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",7,"Green","LMPA0000000007","TTF-1","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000142;ciliated cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000143;club cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000187;intermediate pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000379;type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000381;type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000574;alveolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000576;terminal saccule epithelial cell","http://www.w3.org/2002/07/owl#Gene_ID_21869;Nkx2-1"
"1840","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_2","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000067/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan.tif","C57Bl6","IMG",2,"Red","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1841","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_2","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000067/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan.tif","C57Bl6","IMG",2,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1842","LMEX0000000067","Immunofluorescence-Confocal","confocal","1/29/2015","E16.5","1/29/2015","LMXT0000000003","Female","LMEX0000000067_IMG_2","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000067/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan/2015-001-029_20X_C57BL6_E16.5_LMM.14.36.1.63_ARL13B_NKX2.1_ACTA2_001_9X9_TileScan.tif","C57Bl6","IMG",2,"Green","LMPA0000000007","TTF-1","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000142;ciliated cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000143;club cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000187;intermediate pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000379;type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000381;type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000574;alveolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000576;terminal saccule epithelial cell","http://www.w3.org/2002/07/owl#Gene_ID_21869;Nkx2-1"
"1843","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_8","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000068/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004.tif","C57Bl6","IMG",8,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1844","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_8","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000068/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004.tif","C57Bl6","IMG",8,"Red","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1845","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_8","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000068/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_004.tif","C57Bl6","IMG",8,"Green","LMPA0000000007","TTF-1","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000142;ciliated cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000143;club cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000187;intermediate pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000379;type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000381;type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000574;alveolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000576;terminal saccule epithelial cell","http://www.w3.org/2002/07/owl#Gene_ID_21869;Nkx2-1"
"1846","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_3","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000068/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",3,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1847","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_3","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000068/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",3,"Red","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1848","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_3","confocal LMXT0000000003 in mouse strain C57Bl6","20X","mus musculus","confocal","LMEX0000000068/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003/2015-001-029_20X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_003.tif","C57Bl6","IMG",3,"Green","LMPA0000000007","TTF-1","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000142;ciliated cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000143;club cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000187;intermediate pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000379;type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000381;type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000574;alveolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000576;terminal saccule epithelial cell","http://www.w3.org/2002/07/owl#Gene_ID_21869;Nkx2-1"
"1849","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_6","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000068/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_002/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_002.tif","C57Bl6","IMG",6,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1850","LMEX0000000068","Immunofluorescence-Confocal","confocal","1/29/2015","E18.5","1/29/2015","LMXT0000000003","Male","LMEX0000000068_IMG_6","confocal LMXT0000000003 in mouse strain C57Bl6","60X","mus musculus","confocal","LMEX0000000068/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_002/2015-001-029_60X_C57Bl6_LMM.14.49.5.84_ARL13B_NKX2.1_ACTA2_002.tif","C57Bl6","IMG",6,"Red","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
