age_label,date,experiment,gender,image_id,label,magnification,organism_label,platform,s3downloadkey,strain,experiment_id
P07,3/30/2015,LMXT0000000003,male,LMEX0000000038_IMG_8,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000038/2015-003-030_60X_C57BL6_PND7_LMM.15.23A.4L.46_SOX2_NKX2.1_ACTA2_004/2015-003-030_60X_C57BL6_PND7_LMM.15.23A.4L.46_SOX2_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000038
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_1,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000042/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_001/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_001.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_10,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000042/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_005/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_005.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_2,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000042/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_002/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_002.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_3,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000042/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_003/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_003.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_4,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000042/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_004/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_004.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_5,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000042/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_005/2015-004-006_20X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_005.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_6,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000042/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_001/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_001.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_7,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000042/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_002/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_002.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_8,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000042/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_003/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_003.tif,C57BL6,LMEX0000000042
P07,04/06/2015,LMXT0000000003,male,LMEX0000000042_IMG_9,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000042/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_004/2015-004-006_60X_C57BL6_PND7_LMM.15.23A.4L.55_NKX2.1_pHISH3_ACTA2_004.tif,C57BL6,LMEX0000000042
P07,2/19/2015,LMXT0000000003,male,LMEX0000000046_IMG_1,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000046/2015-002-019_20X_C57Bl6_PND7_LMM.15.17A.5.14_NKX2.1_SCGB1A1_TUBA1A_001/2015-002-019_20X_C57Bl6_PND7_LMM.15.17A.5.14_NKX2.1_SCGB1A1_TUBA1A_001.tif,C57Bl6,LMEX0000000046
P07,2/19/2015,LMXT0000000003,male,LMEX0000000046_IMG_10,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000046/2015-002-019_60X_C57Bl6_PND7_LMM.15.17A.5.14_NKX2.1_SCGB1A1_TUBA1A_004/2015-002-019_60X_C57Bl6_PND7_LMM.15.17A.5.14_NKX2.1_SCGB1A1_TUBA1A_004.tif,C57Bl6,LMEX0000000046
four years old,05/05/2015,LMXT0000000002,Female,LMEX0000000273_IMG_8,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000273/2015-05-05_10X_HE_LMH-15-D001-RLL-9C1-33_005/2015-05-05_10X_HE_LMH-15-D001-RLL-9C1-33_005.tif,African_American,LMEX0000000273
four years old,05/05/2015,LMXT0000000002,Female,LMEX0000000273_IMG_9,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000273/2015-05-05_10X_HE_LMH-15-D001-RLL-9C1-33_005a/2015-05-05_10X_HE_LMH-15-D001-RLL-9C1-33_005a.tif,African_American,LMEX0000000273
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_1,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_001/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_001.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_10,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_004/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_004.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_11,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_005/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_005.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_12,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_006/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_006.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_13,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_007/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_007.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_14,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_40X_LMH-15-D007-RLL-10B1-22_007/2015-09-04_HE_40X_LMH-15-D007-RLL-10B1-22_007.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_15,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_001/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_001.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_16,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_002/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_002.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_17,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_003/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_003.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_18,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_004/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_004.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_19,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B122_005/2015-09-04_HE_4X_LMH-15-D007-RLL-10B122_005.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_2,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_001a/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_001a.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_20,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_006/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_006.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_21,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_007/2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_007.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_22,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_4X_LMH-15-D007-RLL-10B2-22_001_TileScan/2015-09-04_HE_4X_LMH-15-D007-RLL-10B2-22_001_TileScan.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_3,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_002/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_002.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_4,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_003/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_003.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_5,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_004/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_004.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_6,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_004a/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_004a.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_7,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_005/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_005.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_8,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_006/2015-09-04_HE_10X_LMH-15-D007-RLL-10B1-22_006.tif,African_American,LMEX0000000274
four years old,09/04/2015,LMXT0000000002,Male,LMEX0000000274_IMG_9,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000274/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_001/2015-09-04_HE_20X_LMH-15-D007-RLL-10B1-22_001.tif,African_American,LMEX0000000274
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_1,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_001/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_001.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_10,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_009a/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_009a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_11,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_009b/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_009b.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_12,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_010/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_010.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_13,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_011/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_011.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_14,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_011a/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_011a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_15,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_17x11_TileScan/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_17x11_TileScan.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_16,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_001/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_001.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_17,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_002/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_002.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_18,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_002a/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_002a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_19,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_003/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_003.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_2,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_002/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_002.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_20,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_003a/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_003a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_21,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_004/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_004.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_22,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_005/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_005.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_23,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_007/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_007.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_24,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_008/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_008.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_25,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_008a/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_008a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_26,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-1/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-1.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_27,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-2/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-2.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_28,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-3/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009-3.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_29,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009a1/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009a1.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_3,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_003/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_003.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_30,confocal LMXT0000000002 in human strain African_American,20X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009a2/2015-09-21_AB_20x_LMH-15-D003-RLL-9B2-9_009a2.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_31,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_001/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_001.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_32,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_001a/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_001a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_33,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_003/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_003.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_34,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_005/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_005.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_35,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008-1/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008-1.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_36,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008-2/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008-2.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_37,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008a/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_008a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_38,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-1/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-1.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_39,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-1a/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-1a.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_4,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_004/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_004.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_40,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-2/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-2.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_41,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-3/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009-3.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_42,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009a1/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009a1.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_43,confocal LMXT0000000002 in human strain African_American,40X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009a2/2015-09-21_AB_40x_LMH-15-D003-RLL-9B2-9_009a2.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_44,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_009/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_009.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_45,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_010/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_010.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_46,confocal LMXT0000000002 in human strain African_American,4X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_011/2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_011.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_5,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_005/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_005.tif,African_American,LMEX0000000275
nine months old,9/21/2015,LMXT0000000002,Male,LMEX0000000275_IMG_6,confocal LMXT0000000002 in human strain African_American,10X,homo sapiens,confocal,LMEX0000000275/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_006/2015-09-21_AB_10x_LMH-15-D003-RLL-9B2-9_006.tif,African_American,LMEX0000000275
